Trace1,
Freq,,Amp,,
           126518201,Hz,              -65.91, dBm,
           126730574,Hz,              -65.97, dBm,
           126942947,Hz,              -45.49, dBm,
           127155320,Hz,              -66.95, dBm,
           127367693,Hz,              -65.42, dBm,
           127580066,Hz,              -67.08, dBm,
           127792439,Hz,              -67.68, dBm,
           128004812,Hz,              -66.55, dBm,
           128217185,Hz,              -69.31, dBm,
           128429558,Hz,              -37.69, dBm,
           128641931,Hz,              -67.67, dBm,
           128854304,Hz,              -64.30, dBm,
           129066677,Hz,              -64.06, dBm,
           129279050,Hz,              -46.04, dBm,
           129491423,Hz,              -69.42, dBm,
           129703796,Hz,              -66.48, dBm,
           129916169,Hz,              -64.73, dBm,
           130128542,Hz,              -50.97, dBm,
           130340915,Hz,              -68.58, dBm,
           130553288,Hz,              -66.23, dBm,
           130765661,Hz,              -64.31, dBm,
           130978034,Hz,              -66.03, dBm,
           131190407,Hz,              -70.67, dBm,
           131402780,Hz,              -64.66, dBm,
           131615153,Hz,              -64.12, dBm,
           131827526,Hz,              -52.17, dBm,
           132039899,Hz,              -64.90, dBm,
           132252272,Hz,              -66.65, dBm,
           132464645,Hz,              -63.83, dBm,
           132677018,Hz,              -38.12, dBm,
           132889391,Hz,              -64.06, dBm,
           133101764,Hz,              -67.42, dBm,
           133314137,Hz,              -66.17, dBm,
           133526510,Hz,              -47.16, dBm,
           133738883,Hz,              -67.84, dBm,
           133951256,Hz,              -65.16, dBm,
           134163629,Hz,              -64.01, dBm,
           134376002,Hz,              -65.10, dBm,
           134588375,Hz,              -64.77, dBm,
           134800748,Hz,              -67.92, dBm,
           135013121,Hz,              -69.63, dBm,
           135225494,Hz,              -38.53, dBm,
           135437867,Hz,              -65.91, dBm,
           135650240,Hz,              -66.16, dBm,
           135862613,Hz,              -65.96, dBm,
           136074986,Hz,              -48.50, dBm,
           136287359,Hz,              -63.44, dBm,
           136499732,Hz,              -67.81, dBm,
           136712105,Hz,              -68.12, dBm,
